Cluster,Gender,Annual Income,Price ($),Company,Model,Transmission,Color,Body Style
0,Male,855.0,34.0,Oldsmobile,Aurora,Manual,Pale White,Passenger
2,Male,1450.0,34.0,Acura,RL,Manual,Pale White,SUV
1,Male,1461.8,45.18,Saturn,LS,Auto,Pale White,Sedan
2,Male,1396.0,12.6,Nissan,Frontier,Manual,Pale White,Hatchback
0,Male,13.5,21.0,Mercury,Mountaineer,Manual,Pale White,Hatchback
2,Female,1320.0,12.0,Ford,Taurus,Auto,Black,SUV
2,Male,1460.0,31.0,Mercedes-B,E-Class,Auto,Pale White,Sedan
2,Male,1535.0,16.5,Volkswagen,Cabrio,Auto,Black,Sedan
1,Male,13.5,62.0,Ford,Contour,Auto,Pale White,Sedan
0,Male,13.5,36.0,Saturn,SW,Manual,Black,Passenger
2,Female,1205.0,16.5,BMW,328i,Auto,Black,Sedan
0,Male,13.5,17.0,Subaru,Forester,Manual,Pale White,Hardtop
0,Male,517.0,24.0,Saturn,LS,Auto,Pale White,Sedan
0,Male,596.0,31.0,Volkswagen,Passat,Auto,Pale White,Hatchback
2,Male,2500.0,14.0,Toyota,Celica,Manual,Pale White,SUV
1,Male,13.5,46.0,Buick,Regal,Auto,Pale White,Passenger
0,Female,13.5,16.0,Mercury,Grand Marquis,Manual,Pale White,SUV
0,Male,865.0,23.0,Saab,3-Sep,Auto,Black,Sedan
0,Female,900.0,18.0,Saturn,LW,Auto,Pale White,Hatchback
1,Female,1533.0,53.3,Nissan,Frontier,Manual,Black,Hatchback
2,Female,1545.0,27.5,Mitsubishi,Eclipse,Auto,Black,Hatchback
2,Male,1650.0,19.0,Dodge,Ram Pickup,Manual,Black,Hatchback
0,Male,670.0,19.0,Jeep,Wrangler,Auto,Pale White,Hatchback
2,Female,1486.0,32.6,Volvo,S70,Auto,Pale White,Hatchback
2,Female,1275.0,36.5,Oldsmobile,Bravada,Manual,Black,Hatchback
0,Female,738.0,17.0,Acura,RL,Manual,Pale White,SUV
1,Male,680.0,75.001,Plymouth,Voyager,Manual,Black,Passenger
2,Female,1500.0,24.001,Audi,A6,Manual,Pale White,SUV
2,Female,2900.0,27.001,Toyota,Sienna,Manual,Black,Passenger
0,Male,13.5,21.001,Mercedes-B,S-Class,Manual,Pale White,SUV
2,Male,1320.0,18.001,Ford,Explorer,Auto,Pale White,Hatchback
1,Male,1380.0,45.001,Saturn,LS,Auto,Pale White,Sedan
0,Female,13.5,22.001,Dodge,Durango,Manual,Black,SUV
1,Male,790.0,41.0,Oldsmobile,Cutlass,Auto,Pale White,Sedan
0,Male,830.0,32.0,Porsche,Carrera Cabrio,Auto,Pale White,Passenger
1,Male,13.5,39.001,Mitsubishi,Montero Sport,Auto,Pale White,Hardtop
0,Male,1000.0,29.0,Plymouth,Neon,Manual,Black,SUV
2,Male,1645.0,22.501,Subaru,Forester,Auto,Black,Hardtop
0,Male,800.0,27.0,Lexus,LS400,Auto,Pale White,Sedan
1,Male,565.0,42.0,Chevrolet,Lumina,Manual,Black,Passenger
1,Male,1070.0,45.0,Mitsubishi,Montero Sport,Auto,Black,Hardtop
0,Male,749.0,13.0,Jeep,Wrangler,Manual,Pale White,Hatchback
0,Male,260.0,18.0,BMW,328i,Auto,Black,Sedan
0,Male,330.0,22.0,Ford,Mustang,Auto,Pale White,Hatchback
0,Male,501.0,15.0,Mercedes-B,E-Class,Auto,Pale White,Sedan
2,Male,1908.0,42.8,Chrysler,Town & Country,Auto,Pale White,Sedan
0,Male,13.5,24.0,Volvo,C70,Manual,Pale White,Hatchback
1,Male,1070.0,51.0,Lexus,GS300,Manual,Black,Passenger
0,Female,1100.0,31.0,Chevrolet,Metro,Auto,Black,Passenger
1,Female,13.5,42.0,Ford,Explorer,Auto,Pale White,Hatchback
2,Female,1231.0,16.1,Dodge,Avenger,Auto,Black,Passenger
1,Male,1535.0,43.5,Honda,Civic,Manual,Black,Hatchback
1,Male,1125.0,62.5,Buick,Park Avenue,Auto,Pale White,Hatchback
0,Male,13.5,15.0,Lexus,LX470,Auto,Pale White,SUV
2,Female,1390.0,23.0,Saab,3-Sep,Auto,Black,Sedan
1,Male,700.0,49.0,Infiniti,I30,Auto,Black,Hatchback
0,Female,880.0,18.0,Saturn,LW,Auto,Pale White,Hatchback
0,Male,13.5,14.0,Acura,TL,Manual,Pale White,Hatchback
0,Male,1152.0,22.2,Volkswagen,Jetta,Auto,Pale White,Passenger
2,Male,1868.0,22.8,Volkswagen,Jetta,Auto,Black,Passenger
1,Male,920.0,69.0,Lexus,LS400,Manual,Black,Sedan
0,Male,1050.0,13.0,Audi,A6,Manual,Pale White,SUV
2,Female,1550.0,22.0,Lexus,LX470,Auto,Black,SUV
0,Male,700.0,14.0,Acura,TL,Manual,Pale White,Hatchback
0,Male,520.0,31.0,Dodge,Intrepid,Auto,Pale White,Sedan
0,Female,1142.0,17.2,Volkswagen,Golf,Manual,Pale White,Hardtop
0,Male,13.5,16.0,Volkswagen,Cabrio,Auto,Black,Sedan
0,Male,472.0,18.0,Lincoln,Town car,Auto,Pale White,Hatchback
0,Male,880.0,22.0,Ford,Explorer,Auto,Black,Hatchback
0,Male,985.0,21.0,Honda,Accord,Auto,Pale White,Sedan
0,Male,13.5,22.0,Ford,Taurus,Manual,Pale White,SUV
0,Male,528.0,19.0,Chevrolet,Metro,Auto,Pale White,Passenger
0,Male,13.5,31.0,Toyota,Camry,Auto,Pale White,Hatchback
1,Male,590.0,61.0,Mercury,Sable,Manual,Pale White,Sedan
0,Male,918.0,26.0,Lincoln,Town car,Auto,Black,Hatchback
0,Male,777.0,26.0,Chevrolet,Corvette,Manual,Black,SUV
0,Male,880.0,21.0,Chrysler,LHS,Auto,Pale White,Hatchback
1,Male,591.0,39.0,Mercedes-B,S-Class,Auto,Black,SUV
2,Male,1302.0,17.2,Mercedes-B,SLK,Manual,Pale White,Passenger
0,Male,700.5,21.5,Dodge,Ram Pickup,Manual,Pale White,Hardtop
0,Male,13.5,9.0,Ford,Mustang,Auto,Black,Hatchback
1,Male,13.5,43.0,Pontiac,Sunfire,Manual,Pale White,Sedan
2,Female,1565.0,33.5,Lincoln,Navigator,Manual,Pale White,Sedan
2,Female,1657.0,12.7,Lexus,GS400,Auto,Black,Hatchback
2,Male,1850.0,25.0,Ford,Mustang,Manual,Pale White,Hatchback
0,Male,1088.0,22.8,Cadillac,Seville,Manual,Pale White,Hardtop
0,Male,1060.0,22.0,Porsche,Carrera Coupe,Auto,Pale White,Hardtop
0,Male,812.0,29.0,Mitsubishi,Montero Sport,Manual,Pale White,Hardtop
0,Female,750.0,9.0,Mercury,Grand Marquis,Auto,Black,SUV
1,Female,750.0,75.0,Cadillac,Catera,Auto,Pale White,Hatchback
2,Male,1289.0,11.9,Pontiac,Bonneville,Manual,Pale White,Hatchback
0,Male,13.5,26.0,Pontiac,Grand Am,Auto,Pale White,SUV
0,Male,651.0,16.0,Chrysler,300M,Auto,Pale White,SUV
2,Male,1900.0,18.001,Mitsubishi,Diamante,Auto,Black,Hatchback
0,Male,13.5,22.001,Dodge,Avenger,Auto,Pale White,Passenger
2,Male,1535.0,28.5,Cadillac,Escalade,Auto,Black,Sedan
0,Male,13.5,26.0,Chrysler,Sebring Coupe,Manual,Pale White,Sedan
2,Female,1450.0,28.0,Cadillac,Catera,Auto,Pale White,Hatchback
2,Male,1281.0,9.1,BMW,323i,Auto,Black,Hatchback
0,Male,13.5,22.0,Ford,Expedition,Manual,Pale White,SUV
1,Male,575.0,42.0,Chrysler,Concorde,Auto,Pale White,Hardtop
0,Female,13.5,22.0,Plymouth,Breeze,Auto,Pale White,Hardtop
1,Male,805.0,51.0,Saturn,LS,Auto,Pale White,Sedan
0,Male,721.0,29.0,Mercury,Mystique,Auto,Pale White,Passenger
1,Male,490.0,38.0,Dodge,Caravan,Auto,Pale White,Hardtop
2,Female,1605.0,21.5,BMW,528i,Manual,Black,SUV
0,Male,910.0,29.0,Plymouth,Neon,Manual,Black,SUV
2,Male,1850.0,31.0,Ford,Windstar,Auto,Pale White,Sedan
2,Male,1225.0,34.5,Oldsmobile,Silhouette,Manual,Pale White,Sedan
2,Male,1316.0,20.6,Volkswagen,GTI,Auto,Pale White,SUV
0,Male,400.0,17.0,Volkswagen,Cabrio,Auto,Pale White,Sedan
0,Male,575.0,26.0,Honda,Passport,Auto,Black,Hardtop
0,Male,565.0,16.0,Chrysler,300M,Auto,Pale White,SUV
1,Male,13.5,71.0,Mercedes-B,SLK230,Manual,Pale White,Hatchback
1,Male,362.0,54.0,Lexus,LX470,Manual,Pale White,SUV
0,Male,330.0,29.0,Ford,Crown Victoria,Auto,Pale White,Passenger
0,Male,798.0,24.0,Oldsmobile,Aurora,Auto,Pale White,Passenger
0,Male,1050.0,24.0,Ford,Focus,Manual,Pale White,Hardtop
0,Male,13.5,26.0,Toyota,Sienna,Auto,Pale White,Passenger
0,Male,500.0,22.0,Subaru,Forester,Auto,Black,Hardtop
2,Male,1350.0,31.0,Saab,3-Sep,Auto,Black,Sedan
1,Male,1150.0,69.0,Lexus,LS400,Manual,Black,Sedan
0,Male,470.5,25.5,Volvo,S80,Manual,Pale White,Sedan
0,Male,1096.0,19.6,Volkswagen,Jetta,Auto,Pale White,Passenger
2,Male,1385.0,22.5,Dodge,Avenger,Auto,Pale White,Passenger
0,Male,517.5,22.5,Honda,Passport,Manual,Black,Hatchback
1,Male,1245.0,42.5,Chevrolet,Prizm,Auto,Pale White,Hatchback
1,Male,400.0,69.0,Lexus,LS400,Manual,Black,Sedan
0,Male,590.5,15.5,Infiniti,I30,Auto,Pale White,Hardtop
0,Male,1100.0,21.0,Infiniti,I30,Auto,Black,Hardtop
2,Male,1771.0,12.1,Audi,A4,Manual,Pale White,Hardtop
2,Male,1400.0,12.0,Audi,A4,Manual,Pale White,Hatchback
0,Female,736.0,22.0,Chevrolet,Prizm,Manual,Pale White,Hatchback
0,Male,13.5,23.001,Subaru,Forester,Auto,Pale White,Hardtop
2,Male,2168.0,19.801,Subaru,Outback,Auto,Pale White,SUV
0,Male,560.0,22.0,Plymouth,Voyager,Auto,Pale White,Passenger
0,Male,741.0,21.0,Volkswagen,Beetle,Manual,Pale White,Hardtop
0,Male,890.0,21.0,Mercury,Mountaineer,Manual,Pale White,Hardtop
1,Female,13.5,54.0,Honda,Odyssey,Manual,Pale White,Passenger
0,Female,870.0,18.0,Lincoln,Continental,Manual,Black,Passenger
0,Male,13.5,18.0,Lincoln,Continental,Manual,Black,Passenger
0,Male,460.0,26.0,Volvo,S70,Auto,Black,Hardtop
2,Male,1530.0,19.0,Buick,Regal,Auto,Black,Passenger
1,Female,1330.0,43.0,Honda,Civic,Manual,Black,Hatchback
0,Male,503.0,22.0,Honda,CR-V,Auto,Pale White,SUV
2,Male,2620.0,45.0,Buick,Park Avenue,Manual,Pale White,Hatchback
0,Male,760.0,34.0,Cadillac,Escalade,Manual,Black,Sedan
0,Male,405.0,19.0,Jeep,Wrangler,Auto,Pale White,Hatchback
1,Male,13.5,42.0,Volvo,S40,Auto,Pale White,Sedan
0,Female,13.5,26.0,Mercedes-B,SL-Class,Manual,Pale White,Hatchback
0,Female,13.5,21.0,Jaguar,S-Type,Manual,Pale White,Passenger
0,Male,13.5,21.0,Chrysler,Sebring Coupe,Manual,Pale White,Sedan
0,Male,1028.0,31.8,Nissan,Xterra,Manual,Pale White,Passenger
0,Female,495.0,18.0,Ford,Expedition,Manual,Black,SUV
0,Male,783.0,19.0,BMW,323i,Auto,Pale White,Hatchback
1,Male,800.0,43.0,Ford,Mustang,Manual,Pale White,Hatchback
0,Male,735.0,22.0,Mercury,Cougar,Manual,Pale White,Hatchback
0,Female,828.0,22.001,Mercedes-B,CL500,Manual,Black,SUV
1,Female,945.0,42.001,Mitsubishi,Galant,Auto,Pale White,Passenger
2,Male,1540.0,16.001,Nissan,Pathfinder,Manual,Pale White,Hardtop
1,Male,1250.0,41.001,Oldsmobile,Cutlass,Manual,Pale White,Sedan
0,Male,772.0,31.001,Volkswagen,Passat,Auto,Pale White,Hatchback
2,Male,2000.0,24.001,Chevrolet,Camaro,Auto,Pale White,Sedan
0,Female,550.0,18.001,Hyundai,Accent,Manual,Black,Hatchback
0,Female,910.0,26.0,Chrysler,LHS,Auto,Black,Hatchback
1,Female,710.0,42.0,Chevrolet,Lumina,Manual,Black,Passenger
1,Female,670.0,43.0,Honda,Civic,Manual,Black,Hatchback
1,Male,950.0,49.0,Infiniti,I30,Auto,Black,Hardtop
0,Male,1005.0,28.5,Acura,TL,Auto,Black,Hatchback
0,Male,468.0,20.0,Ford,Crown Victoria,Manual,Pale White,Passenger
0,Male,650.0,22.0,Lexus,LS400,Auto,Black,Sedan
1,Male,391.0,75.0,Nissan,Pathfinder,Auto,Pale White,Hardtop
0,Female,13.5,12.0,Chevrolet,Lumina,Manual,Pale White,Passenger
0,Male,13.5,26.0,Mercedes-B,SL-Class,Manual,Pale White,Hardtop
2,Male,1360.0,24.0,Acura,TL,Auto,Pale White,Hatchback
2,Male,1530.0,26.0,Cadillac,Escalade,Auto,Black,Sedan
1,Female,1600.0,69.0,Ford,Taurus,Manual,Black,SUV
1,Male,1728.0,71.8,Mercury,Grand Marquis,Manual,Pale White,SUV
1,Male,1410.0,51.0,Chrysler,LHS,Manual,Black,Hatchback
0,Female,990.0,22.0,Volkswagen,Jetta,Auto,Pale White,Passenger
1,Female,1057.0,42.7,Pontiac,Grand Prix,Auto,Pale White,Passenger
0,Male,595.0,17.0,Mercedes-B,SLK,Manual,Pale White,Passenger
0,Male,539.0,27.0,Dodge,Durango,Manual,Pale White,SUV
2,Male,1300.0,22.0,Toyota,RAV4,Manual,Pale White,Hatchback
0,Male,13.5,36.001,Toyota,Tacoma,Manual,Black,Hardtop
2,Male,1300.0,9.001,Plymouth,Neon,Auto,Black,SUV
0,Male,13.5,22.001,Hyundai,Elantra,Manual,Pale White,Sedan
2,Male,1638.0,14.8,Ford,F-Series,Manual,Pale White,Passenger
1,Male,13.5,41.0,Chevrolet,Camaro,Auto,Black,Sedan
0,Male,853.0,12.0,Audi,A4,Manual,Pale White,Hardtop
0,Female,950.0,19.0,Chevrolet,Metro,Auto,Pale White,Passenger
2,Male,2000.0,32.0,Nissan,Quest,Auto,Pale White,SUV
1,Male,901.0,60.0,Oldsmobile,Silhouette,Auto,Black,Sedan
1,Male,760.0,69.0,Volkswagen,Jetta,Auto,Pale White,Passenger
0,Male,825.0,26.0,Nissan,Xterra,Auto,Black,Passenger
1,Male,746.0,61.0,Ford,Ranger,Auto,Black,Hatchback
2,Female,1250.0,32.0,Nissan,Quest,Auto,Pale White,SUV
0,Male,580.0,31.0,Pontiac,Grand Am,Auto,Pale White,SUV
0,Female,913.788,13.78,Jeep,Wrangler,Auto,Pale White,Hatchback
1,Male,1275.0,69.5,Ford,Taurus,Manual,Black,SUV
2,Female,1200.0,21.0,BMW,328i,Manual,Pale White,Sedan
0,Male,13.5,18.0,Mitsubishi,Diamante,Auto,Black,Hatchback
0,Female,515.0,28.0,Mercury,Villager,Auto,Black,Passenger
2,Male,1206.0,26.6,Oldsmobile,Bravada,Auto,Black,Hatchback
0,Female,950.0,20.0,Chrysler,LHS,Auto,Pale White,Hatchback
1,Male,580.0,39.0,Plymouth,Prowler,Auto,Pale White,Hatchback
0,Male,771.0,12.0,Ford,Escort,Manual,Black,Passenger
0,Male,622.0,22.0,BMW,323i,Auto,Pale White,Hatchback
1,Male,400.0,45.0,Saturn,LS,Auto,Pale White,Sedan
0,Male,455.0,22.0,Nissan,Maxima,Manual,Pale White,Sedan
1,Male,615.888,45.88,Oldsmobile,Intrigue,Auto,Pale White,SUV
2,Male,1430.0,19.0,BMW,323i,Auto,Pale White,Hatchback
1,Male,534.0,45.0,Jaguar,S-Type,Manual,Pale White,Passenger
0,Male,575.5,19.5,Buick,Regal,Auto,Black,Passenger
0,Male,600.0,16.0,Volkswagen,Cabrio,Auto,Black,Sedan
0,Male,445.0,34.0,Oldsmobile,Aurora,Manual,Pale White,Passenger
2,Male,1430.0,34.0,Acura,RL,Manual,Pale White,SUV
2,Male,1468.0,29.801,Acura,TL,Auto,Pale White,Hatchback
2,Male,1275.0,12.501,Nissan,Frontier,Manual,Pale White,Hatchback
2,Male,1600.0,35.222,Chrysler,Concorde,Auto,Pale White,Hardtop
0,Female,13.5,27.001,Toyota,Sienna,Manual,Black,Passenger
0,Female,1011.5,16.151,Plymouth,Prowler,Manual,Pale White,Hatchback
0,Female,914.0,22.001,Plymouth,Breeze,Auto,Pale White,Hardtop
2,Male,1310.0,37.0,Cadillac,Eldorado,Manual,Pale White,Passenger
1,Male,13.5,46.0,Mercedes-B,SLK,Auto,Pale White,Passenger
0,Male,753.0,23.0,Jeep,Wrangler,Manual,Pale White,Hatchback
2,Male,1250.0,22.0,Ford,Explorer,Auto,Black,Hatchback
1,Male,1140.0,43.0,Honda,Accord,Manual,Black,Sedan
0,Female,480.0,21.0,Volkswagen,Passat,Auto,Black,Hatchback
0,Male,873.0,22.0,Chevrolet,Prizm,Manual,Pale White,Hardtop
1,Male,410.0,75.0,Cadillac,Catera,Auto,Pale White,Hatchback
2,Male,1408.0,24.8,Chevrolet,Prizm,Manual,Pale White,Hardtop
1,Female,510.0,41.0,Dodge,Viper,Auto,Pale White,SUV
1,Male,580.0,39.0,Plymouth,Breeze,Auto,Pale White,Hardtop
0,Male,13.5,22.0,Volvo,S70,Manual,Black,Hardtop
1,Male,375.0,38.0,Cadillac,Escalade,Auto,Pale White,Sedan
0,Male,326.0,16.0,Chrysler,300M,Auto,Pale White,SUV
1,Male,400.0,71.0,Oldsmobile,Aurora,Manual,Pale White,Passenger
0,Male,412.25,26.25,Saab,3-Sep,Auto,Black,Sedan
0,Male,13.5,21.0,Toyota,Land Cruiser,Auto,Black,SUV
0,Male,810.0,14.0,Chevrolet,Malibu,Manual,Pale White,Hardtop
0,Male,757.5,17.5,Mercedes-B,SLK,Manual,Pale White,Passenger
0,Male,757.0,27.0,Dodge,Durango,Manual,Pale White,SUV
0,Male,902.0,19.0,Pontiac,Grand Am,Auto,Pale White,SUV
0,Male,900.0,28.0,Chevrolet,Cavalier,Manual,Pale White,SUV
0,Male,13.5,12.0,Chevrolet,Metro,Auto,Pale White,Passenger
0,Male,660.0,14.0,Saturn,LS,Manual,Pale White,Sedan
0,Male,425.0,22.0,Porsche,Carrera Coupe,Auto,Pale White,Hardtop
0,Male,1005.0,12.5,Lexus,GS400,Auto,Black,Hatchback
0,Female,400.0,18.0,Ford,Ranger,Manual,Black,Hardtop
2,Male,1751.0,21.1,Chevrolet,Impala,Auto,Black,Hatchback
0,Male,13.5,19.0,Subaru,Outback,Auto,Pale White,SUV
0,Male,635.0,19.0,Jeep,Grand Cherokee,Manual,Black,SUV
0,Male,13.5,35.0,Chevrolet,Corvette,Auto,Pale White,SUV
1,Male,13.5,45.0,Dodge,Ram Pickup,Auto,Pale White,Hatchback
0,Female,775.0,19.0,Lincoln,Navigator,Auto,Black,Sedan
2,Male,1115.0,33.5,Toyota,Land Cruiser,Auto,Pale White,SUV
0,Male,1190.0,12.0,Volvo,C70,Auto,Black,Hatchback
2,Male,1820.0,45.0,Saturn,LS,Auto,Pale White,Sedan
0,Male,660.0,12.0,Nissan,Frontier,Manual,Pale White,Hatchback
0,Male,1060.0,12.0,Audi,A4,Manual,Pale White,Hardtop
0,Female,641.0,12.0,Ford,Taurus,Auto,Black,SUV
2,Male,2100.0,31.0,Chevrolet,Metro,Auto,Black,Passenger
2,Female,1831.0,17.101,Ford,Focus,Manual,Pale White,Hardtop
2,Female,1250.0,17.0,Mitsubishi,Diamante,Auto,Black,Hatchback
2,Male,2125.0,16.501,Chevrolet,Prizm,Manual,Black,Hardtop
2,Female,1300.0,12.001,Audi,A4,Manual,Pale White,Hardtop
0,Male,746.0,34.001,Toyota,Camry,Manual,Black,Hatchback
1,Male,13.5,69.0,Lexus,LS400,Manual,Black,Sedan
0,Male,800.0,25.0,Dodge,Ram Pickup,Manual,Pale White,Hardtop
0,Female,672.0,27.0,Honda,Odyssey,Manual,Pale White,Passenger
1,Male,516.0,46.0,Chrysler,Concorde,Auto,Pale White,Hardtop
0,Male,13.5,26.0,Chrysler,Sebring Coupe,Manual,Pale White,Sedan
1,Male,13.5,85.0,Mercedes-B,S-Class,Manual,Black,SUV
0,Male,13.5,19.0,Oldsmobile,Bravada,Auto,Pale White,Hatchback
0,Male,415.0,22.0,Porsche,Carrera Coupe,Auto,Pale White,Hardtop
0,Male,1070.0,22.0,Infiniti,I30,Manual,Pale White,Hardtop
1,Male,13.5,61.0,Saturn,SC,Manual,Pale White,Hardtop
2,Male,1270.0,25.0,Lexus,GS400,Auto,Pale White,Hatchback
1,Male,1025.0,45.5,Chevrolet,Corvette,Auto,Pale White,SUV
0,Female,737.5,22.5,Nissan,Maxima,Manual,Pale White,Sedan
2,Male,1510.0,42.0,Ford,Explorer,Auto,Pale White,Hatchback
0,Male,880.0,16.0,Dodge,Avenger,Auto,Black,Passenger
1,Male,1320.0,43.0,Honda,Civic,Manual,Black,Hatchback
0,Male,13.5,19.001,Mitsubishi,3000GT,Auto,Pale White,Sedan
0,Male,13.5,29.0,Cadillac,Eldorado,Manual,Black,Passenger
2,Male,1485.0,21.5,Jeep,Grand Cherokee,Manual,Pale White,SUV
0,Male,13.5,22.0,Honda,Passport,Manual,Black,Hardtop
0,Male,1101.0,18.1,Hyundai,Accent,Manual,Black,Hatchback
0,Male,926.0,31.0,Cadillac,Eldorado,Auto,Pale White,Passenger
0,Male,780.0,19.0,Chevrolet,Metro,Auto,Pale White,Passenger
0,Male,770.0,23.0,Dodge,Caravan,Auto,Black,Hardtop
0,Male,13.5,18.0,Pontiac,Sunfire,Auto,Black,Sedan
1,Male,740.0,71.0,Oldsmobile,Aurora,Manual,Pale White,Passenger
2,Male,1960.0,43.0,Pontiac,Sunfire,Manual,Pale White,Sedan
1,Female,1000.0,39.0,Lexus,LS400,Auto,Black,Sedan
0,Female,742.0,15.0,Oldsmobile,Cutlass,Auto,Pale White,Sedan
0,Female,13.5,25.0,Audi,A6,Manual,Black,SUV
0,Male,495.0,31.0,Dodge,Viper,Auto,Pale White,SUV
0,Male,570.0,11.0,Pontiac,Bonneville,Manual,Pale White,Hatchback
2,Male,1220.0,18.0,Chrysler,Concorde,Manual,Black,Hatchback
0,Male,13.5,17.0,Buick,Century,Auto,Pale White,Hatchback
0,Male,885.0,21.0,Chevrolet,Impala,Auto,Black,Hatchback
0,Male,830.0,20.0,Jaguar,S-Type,Manual,Pale White,Passenger
1,Male,575.5,62.5,Buick,Park Avenue,Auto,Pale White,Hatchback
0,Male,775.0,15.0,Lexus,LX470,Auto,Pale White,SUV
0,Male,635.0,23.0,Saab,3-Sep,Auto,Black,Sedan
1,Male,1100.0,46.0,Chrysler,Concorde,Auto,Pale White,Hardtop
0,Male,620.0,18.0,Saturn,LW,Auto,Pale White,Hatchback
0,Male,1005.0,14.5,Acura,TL,Manual,Pale White,Hatchback
0,Male,710.0,22.0,Volkswagen,Jetta,Auto,Pale White,Passenger
0,Female,655.0,22.0,Volkswagen,Jetta,Auto,Black,Passenger
1,Male,700.0,69.0,Lexus,LS400,Manual,Black,Sedan
0,Male,635.0,13.0,Audi,A6,Manual,Pale White,SUV
0,Male,438.0,22.0,Lexus,LX470,Auto,Black,SUV
0,Male,13.5,26.0,Chrysler,300M,Auto,Black,SUV
1,Male,1350.0,46.001,Chrysler,Concorde,Auto,Pale White,Hardtop
2,Female,1325.0,14.5,Ford,F-Series,Manual,Pale White,Passenger
0,Male,900.0,20.0,Chevrolet,Cavalier,Manual,Pale White,SUV
0,Female,13.5,26.0,Nissan,Frontier,Auto,Pale White,Hatchback
0,Male,13.5,31.001,Nissan,Pathfinder,Auto,Pale White,Hardtop
0,Male,1030.0,10.0,Dodge,Durango,Auto,Pale White,SUV
0,Male,13.5,18.001,Ford,Ranger,Manual,Black,Hardtop
0,Male,985.0,24.0,Volkswagen,Jetta,Manual,Pale White,Passenger
1,Male,1300.0,39.0,Oldsmobile,Intrigue,Auto,Pale White,SUV
0,Female,13.5,13.0,Jeep,Wrangler,Manual,Pale White,Hatchback
0,Male,13.5,33.0,Toyota,Land Cruiser,Auto,Pale White,SUV
0,Male,13.5,21.0,Honda,Accord,Auto,Pale White,Sedan
0,Male,362.0,25.0,Toyota,4Runner,Manual,Black,Sedan
1,Male,1280.0,61.0,Ford,Ranger,Auto,Black,Hardtop
1,Female,850.0,36.0,Pontiac,Bonneville,Manual,Black,Hatchback
0,Male,309.0,12.0,Mercedes-B,C-Class,Manual,Pale White,Hatchback
0,Male,13.5,21.0,BMW,323i,Manual,Pale White,Hatchback
2,Male,1267.0,17.7,Mercedes-B,C-Class,Manual,Pale White,Hatchback
0,Male,807.5,21.5,Mercury,Mountaineer,Auto,Pale White,Hardtop
0,Male,755.0,14.0,Audi,A6,Auto,Black,SUV
1,Male,862.0,41.0,Oldsmobile,Cutlass,Auto,Pale White,Sedan
0,Male,1001.0,19.1,Dodge,Durango,Auto,Black,SUV
1,Male,905.0,60.0,Jeep,Wrangler,Auto,Black,Hatchback
1,Male,1305.0,46.5,Buick,Regal,Auto,Pale White,Passenger
1,Male,1516.0,60.6,Oldsmobile,Silhouette,Auto,Black,Sedan
0,Male,503.0,18.0,Ford,Explorer,Auto,Pale White,Hatchback
0,Female,555.0,20.0,Saturn,SL,Auto,Pale White,SUV
0,Female,13.5,25.0,Chevrolet,Corvette,Auto,Pale White,SUV
0,Female,492.0,29.0,Mitsubishi,Montero Sport,Manual,Pale White,Hardtop
2,Male,1430.0,19.0,Subaru,Outback,Auto,Pale White,SUV
1,Male,13.5,45.0,Buick,Park Avenue,Manual,Pale White,Hatchback
0,Male,13.5,26.0,Mercedes-B,SL-Class,Manual,Pale White,Hardtop
1,Male,1137.5,54.75,Nissan,Maxima,Manual,Pale White,Sedan
1,Male,1100.0,43.0,Pontiac,Sunfire,Manual,Pale White,Sedan
0,Male,710.0,21.0,BMW,528i,Manual,Black,SUV
0,Male,390.0,29.0,Plymouth,Neon,Manual,Black,SUV
0,Male,522.5,16.5,Nissan,Sentra,Auto,Black,Passenger
0,Male,13.5,25.0,Honda,Civic,Auto,Pale White,Hatchback
1,Male,815.5,45.5,Chevrolet,Corvette,Auto,Pale White,SUV
2,Female,1780.0,22.0,Chevrolet,Impala,Manual,Pale White,Hatchback
0,Male,913.0,19.0,Chrysler,Sebring Coupe,Auto,Pale White,Sedan
0,Male,1060.0,33.0,Volkswagen,Jetta,Auto,Pale White,Passenger
1,Female,1020.0,41.0,Oldsmobile,Cutlass,Manual,Pale White,Sedan
0,Male,1040.0,22.0,Chevrolet,Prizm,Manual,Pale White,Hatchback
2,Male,1210.0,22.0,BMW,323i,Auto,Pale White,Hatchback
1,Female,1370.0,43.0,Ford,Mustang,Manual,Pale White,Hatchback
0,Male,1160.0,20.0,Chevrolet,Cavalier,Manual,Pale White,SUV
2,Male,1215.0,16.5,Chrysler,300M,Auto,Pale White,SUV
2,Male,1200.0,26.0,Volvo,S40,Auto,Black,Sedan
0,Male,1050.0,18.0,Ford,Explorer,Auto,Pale White,Hatchback
0,Male,410.0,31.0,Ford,Windstar,Auto,Pale White,Sedan
2,Male,1205.0,34.5,Oldsmobile,Silhouette,Manual,Pale White,Sedan
2,Male,1410.0,20.0,Volkswagen,GTI,Auto,Pale White,SUV
0,Male,520.0,17.0,Volkswagen,Cabrio,Auto,Pale White,Sedan
1,Male,870.0,49.0,Ford,Focus,Manual,Black,Hardtop
1,Female,1250.0,53.0,Toyota,Tacoma,Auto,Pale White,Hardtop
0,Male,970.0,27.0,Honda,Passport,Manual,Pale White,Hardtop
0,Male,13.5,19.0,Subaru,Outback,Auto,Pale White,SUV
